                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.4358,                 2.2964,                 1.3068,                0.72545,                0.33121,                0.37139,                0.22472,                 1.2863,                0.97146,                 1.2272,               0.070067,              0.0033258,              0.0033258
                      1,                 1.2949,                0.97135,                 1.1951,                0.76954,                0.36083,                0.39896,                0.23862,                 1.2963,                 0.9545,                 1.2189,               0.040001,              0.0065933,              0.0065933
                      2,                 1.3221,                0.98765,                 1.2067,                0.75768,                0.35174,                0.34824,                0.19269,                 1.3319,                0.95316,                 1.2398,              0.0098696,              0.0097947,              0.0097947
                      3,                 1.3438,                 1.0001,                 1.2319,                0.82952,                0.35401,                0.53353,                0.28577,                 1.3028,                0.86884,                 1.2403,               0.009703,               0.009703,               0.009703
                      4,                  1.318,                0.94004,                 1.2136,                0.74251,                0.53302,                0.54975,                0.26674,                 1.2777,                0.82795,                 1.2211,               0.009703,               0.009703,               0.009703
                      5,                 1.2963,                0.89757,                  1.206,                0.72182,                0.39868,                 0.4447,                 0.2644,                 1.2529,                0.81173,                 1.2017,               0.009604,               0.009604,               0.009604
                      6,                 1.2778,                0.86597,                 1.1905,                0.68927,                0.42982,                0.53601,                 0.2977,                 1.2381,                0.75275,                 1.1898,               0.009505,               0.009505,               0.009505
                      7,                 1.2639,                0.84126,                 1.1828,                0.47773,                0.66957,                0.61975,                0.33602,                  1.228,                0.73531,                  1.183,               0.009406,               0.009406,               0.009406
                      8,                 1.2531,                0.82502,                 1.1765,                0.70185,                0.51225,                0.54299,                0.31355,                 1.2253,                0.70558,                 1.1805,               0.009307,               0.009307,               0.009307
                      9,                  1.239,                0.80301,                 1.1675,                0.52346,                0.52498,                0.51431,                0.29162,                 1.2289,                0.72454,                 1.1812,               0.009208,               0.009208,               0.009208
                     10,                 1.2378,                0.79168,                 1.1685,                0.48454,                0.71118,                0.62641,                0.39437,                 1.2087,                0.70349,                 1.1728,               0.009109,               0.009109,               0.009109
                     11,                 1.2245,                 0.7772,                 1.1625,                0.66047,                0.61644,                0.65478,                0.42564,                 1.2022,                0.67183,                  1.167,                0.00901,                0.00901,                0.00901
                     12,                 1.2255,                0.76927,                 1.1598,                0.63345,                0.52923,                0.65659,                0.40125,                 1.2038,                0.67191,                  1.167,               0.008911,               0.008911,               0.008911
                     13,                 1.2141,                 0.7594,                 1.1543,                 0.6564,                0.61887,                0.65827,                0.39575,                 1.1951,                0.65911,                 1.1642,               0.008812,               0.008812,               0.008812
                     14,                  1.208,                0.75292,                 1.1489,                0.64797,                0.63914,                0.67431,                 0.4199,                 1.1966,                0.64275,                 1.1609,               0.008713,               0.008713,               0.008713
                     15,                 1.2004,                0.73369,                 1.1452,                0.65785,                0.66686,                0.65826,                0.34743,                 1.1996,                0.63782,                 1.1621,               0.008614,               0.008614,               0.008614
                     16,                 1.2001,                0.72673,                  1.147,                 0.8033,                0.65336,                0.69072,                0.41882,                 1.1912,                0.62492,                 1.1563,               0.008515,               0.008515,               0.008515
                     17,                 1.1953,                0.72941,                 1.1436,                0.61367,                0.61625,                0.67154,                0.44297,                 1.1828,                0.62796,                 1.1593,               0.008416,               0.008416,               0.008416
                     18,                 1.1936,                0.71612,                 1.1429,                0.70585,                0.66097,                0.68731,                 0.4536,                 1.1824,                0.61531,                 1.1579,               0.008317,               0.008317,               0.008317
                     19,                 1.1908,                0.71116,                 1.1395,                0.61629,                0.68811,                0.67332,                0.40356,                 1.1857,                0.61707,                 1.1567,               0.008218,               0.008218,               0.008218
                     20,                 1.1801,                0.70021,                 1.1384,                0.68159,                0.57534,                0.68036,                0.41364,                 1.1845,                0.59911,                 1.1549,               0.008119,               0.008119,               0.008119
                     21,                  1.176,                 0.6969,                 1.1354,                 0.6588,                 0.6868,                0.69829,                0.39203,                 1.1866,                0.59149,                 1.1547,                0.00802,                0.00802,                0.00802
                     22,                 1.1688,                 0.6883,                 1.1318,                0.68764,                0.67729,                0.70012,                0.45141,                 1.1834,                0.59399,                 1.1566,               0.007921,               0.007921,               0.007921
                     23,                 1.1667,                0.68142,                 1.1309,                0.66784,                0.67837,                0.70396,                0.43954,                 1.1822,                0.58559,                 1.1515,               0.007822,               0.007822,               0.007822
                     24,                 1.1649,                0.67934,                 1.1258,                 0.6445,                0.68834,                0.69954,                0.44015,                 1.1778,                0.57895,                 1.1521,               0.007723,               0.007723,               0.007723
                     25,                  1.159,                0.67367,                 1.1266,                0.66499,                0.69847,                0.70664,                0.44287,                 1.1796,                 0.5731,                 1.1527,               0.007624,               0.007624,               0.007624
                     26,                 1.1612,                0.66606,                 1.1225,                0.71139,                0.66853,                0.69999,                0.44356,                 1.1865,                0.57117,                 1.1597,               0.007525,               0.007525,               0.007525
                     27,                  1.155,                0.65542,                 1.1203,                0.71837,                0.67546,                0.70798,                0.46468,                 1.1841,                0.56895,                 1.1589,               0.007426,               0.007426,               0.007426
                     28,                 1.1511,                0.65166,                  1.118,                0.64707,                 0.7397,                0.70377,                0.46797,                 1.1811,                0.55641,                 1.1534,               0.007327,               0.007327,               0.007327
                     29,                 1.1459,                0.65072,                 1.1151,                0.60041,                0.74397,                0.70857,                0.45556,                 1.1777,                0.56293,                 1.1529,               0.007228,               0.007228,               0.007228
                     30,                 1.1401,                0.64269,                 1.1148,                0.73822,                0.65981,                0.70828,                0.45011,                 1.1767,                0.55045,                 1.1522,               0.007129,               0.007129,               0.007129
                     31,                 1.1316,                0.63779,                  1.111,                0.67817,                0.70068,                 0.7078,                0.43504,                 1.1778,                0.55886,                 1.1573,                0.00703,                0.00703,                0.00703
                     32,                 1.1286,                0.63166,                 1.1137,                0.68901,                0.71426,                0.72538,                0.45616,                 1.1775,                0.55214,                 1.1548,               0.006931,               0.006931,               0.006931
                     33,                 1.1242,                0.62464,                 1.1073,                0.65946,                0.69591,                0.70913,                0.47577,                 1.1769,                 0.5498,                 1.1532,               0.006832,               0.006832,               0.006832
                     34,                 1.1237,                0.62266,                 1.1037,                0.69714,                0.71603,                0.71859,                0.45633,                 1.1828,                0.54499,                 1.1549,               0.006733,               0.006733,               0.006733
                     35,                 1.1185,                0.61533,                 1.1007,                0.69029,                0.70768,                0.71962,                0.47287,                   1.18,                0.53804,                 1.1553,               0.006634,               0.006634,               0.006634
                     36,                  1.115,                0.61343,                 1.1002,                0.68536,                0.69661,                0.71316,                0.45739,                 1.1774,                0.53906,                 1.1487,               0.006535,               0.006535,               0.006535
                     37,                 1.1139,                0.60902,                 1.1015,                0.70541,                0.71007,                 0.7295,                0.45223,                 1.1782,                0.53288,                  1.156,               0.006436,               0.006436,               0.006436
                     38,                 1.1065,                0.60616,                 1.0926,                0.69009,                0.71199,                0.72332,                0.46234,                 1.1738,                0.53352,                 1.1497,               0.006337,               0.006337,               0.006337
                     39,                 1.1038,                0.59682,                 1.0933,                0.68241,                0.71042,                0.72284,                0.47668,                 1.1783,                0.53325,                 1.1501,               0.006238,               0.006238,               0.006238
                     40,                 1.0985,                0.59506,                 1.0927,                0.67488,                0.73245,                0.72348,                0.47543,                 1.1807,                0.53278,                 1.1551,               0.006139,               0.006139,               0.006139
                     41,                 1.0925,                0.58936,                  1.089,                0.72841,                0.71755,                0.72724,                0.46455,                 1.1789,                0.53289,                 1.1547,                0.00604,                0.00604,                0.00604
                     42,                 1.0902,                0.58695,                 1.0878,                0.68225,                0.72142,                0.71552,                   0.47,                 1.1788,                  0.534,                 1.1511,               0.005941,               0.005941,               0.005941
                     43,                 1.0844,                0.58356,                 1.0865,                0.75084,                0.67308,                0.71396,                0.44614,                 1.1813,                0.53593,                 1.1594,               0.005842,               0.005842,               0.005842
                     44,                 1.0808,                0.58022,                 1.0821,                0.75173,                0.67501,                0.71391,                0.46017,                  1.181,                0.53435,                 1.1575,               0.005743,               0.005743,               0.005743
                     45,                 1.0754,                0.57185,                 1.0769,                 0.6967,                0.70292,                0.71378,                0.45968,                 1.1826,                0.53023,                 1.1565,               0.005644,               0.005644,               0.005644
                     46,                 1.0698,                0.56964,                 1.0752,                0.76362,                0.68907,                0.72043,                0.46229,                 1.1846,                0.52881,                 1.1566,               0.005545,               0.005545,               0.005545
                     47,                 1.0667,                0.56406,                 1.0738,                0.65897,                0.77242,                0.72869,                0.47863,                 1.1838,                0.52486,                 1.1554,               0.005446,               0.005446,               0.005446
                     48,                 1.0607,                0.55959,                 1.0677,                0.65107,                0.78014,                0.72707,                0.47906,                 1.1837,                0.52166,                 1.1559,               0.005347,               0.005347,               0.005347
                     49,                 1.0589,                0.55778,                 1.0712,                0.72499,                0.73121,                0.72999,                0.45838,                  1.184,                0.51809,                   1.16,               0.005248,               0.005248,               0.005248
                     50,                 1.0544,                 0.5519,                 1.0689,                0.65311,                0.75934,                0.72788,                0.46945,                 1.1867,                0.51787,                 1.1612,               0.005149,               0.005149,               0.005149
                     51,                 1.0485,                0.54862,                 1.0654,                0.70674,                0.73245,                0.72239,                0.48143,                 1.1884,                0.51961,                  1.163,                0.00505,                0.00505,                0.00505
                     52,                 1.0481,                0.54798,                  1.065,                0.70285,                0.72665,                0.72294,                0.47948,                  1.189,                 0.5221,                 1.1637,               0.004951,               0.004951,               0.004951
                     53,                 1.0379,                0.54032,                 1.0586,                0.59711,                0.78655,                0.72299,                0.47714,                  1.191,                0.52214,                 1.1663,               0.004852,               0.004852,               0.004852
                     54,                 1.0318,                0.53544,                 1.0563,                0.60007,                0.78279,                0.72515,                0.47781,                 1.1896,                  0.521,                 1.1659,               0.004753,               0.004753,               0.004753
                     55,                  1.031,                0.53486,                 1.0572,                0.72205,                0.60668,                0.66409,                0.42353,                 1.1907,                 0.5207,                 1.1676,               0.004654,               0.004654,               0.004654
                     56,                 1.0265,                0.53192,                 1.0561,                0.59017,                 0.7855,                0.72446,                0.44406,                 1.1903,                0.52082,                 1.1676,               0.004555,               0.004555,               0.004555
                     57,                 1.0235,                0.52773,                 1.0526,                0.57077,                0.78641,                0.72387,                0.45679,                 1.1911,                 0.5196,                  1.169,               0.004456,               0.004456,               0.004456
                     58,                 1.0207,                 0.5232,                 1.0483,                0.59214,                0.77994,                0.72319,                0.46814,                 1.1906,                0.51678,                 1.1699,               0.004357,               0.004357,               0.004357
                     59,                 1.0093,                0.51789,                 1.0466,                0.73823,                0.61202,                0.72548,                0.44296,                 1.1925,                0.51581,                 1.1719,               0.004258,               0.004258,               0.004258
                     60,                 1.0041,                0.51431,                 1.0426,                0.73651,                0.61512,                 0.7284,                0.44399,                 1.1937,                0.51592,                 1.1726,               0.004159,               0.004159,               0.004159
                     61,                 1.0035,                0.50932,                 1.0425,                0.59644,                0.79571,                0.72938,                0.44389,                 1.1954,                0.51644,                 1.1747,                0.00406,                0.00406,                0.00406
                     62,                 1.0017,                0.50818,                 1.0388,                0.72555,                0.61427,                0.73103,                0.44251,                 1.1972,                0.51659,                 1.1762,               0.003961,               0.003961,               0.003961
                     63,                0.99116,                  0.503,                 1.0364,                0.72538,                0.60005,                0.66182,                0.42302,                 1.1991,                0.51699,                 1.1777,               0.003862,               0.003862,               0.003862
                     64,                0.98596,                0.50083,                 1.0365,                0.73471,                0.59262,                0.65875,                0.42996,                 1.1994,                0.51629,                 1.1788,               0.003763,               0.003763,               0.003763
                     65,                0.98267,                 0.4969,                 1.0298,                0.73855,                0.59852,                0.65746,                 0.4293,                    1.2,                0.51753,                 1.1797,               0.003664,               0.003664,               0.003664
                     66,                0.97791,                0.49449,                 1.0292,                0.75009,                0.58955,                0.65772,                0.42896,                 1.2002,                0.51786,                 1.1807,               0.003565,               0.003565,               0.003565
                     67,                0.97233,                0.48654,                 1.0246,                0.72555,                0.61589,                0.65714,                0.42879,                 1.2006,                0.51867,                 1.1816,               0.003466,               0.003466,               0.003466
                     68,                0.96603,                0.48402,                 1.0242,                0.72975,                0.60937,                0.65707,                0.42818,                 1.2015,                0.51924,                 1.1829,               0.003367,               0.003367,               0.003367
                     69,                0.96186,                0.48183,                 1.0221,                0.72588,                0.61921,                0.65566,                0.42794,                 1.2031,                 0.5197,                 1.1845,               0.003268,               0.003268,               0.003268
                     70,                0.95679,                0.47827,                 1.0191,                0.73001,                0.61251,                0.65661,                0.42884,                 1.2034,                 0.5188,                 1.1852,               0.003169,               0.003169,               0.003169
                     71,                 0.9512,                 0.4735,                 1.0133,                0.73924,                0.60053,                0.65594,                0.42915,                 1.2036,                0.51946,                 1.1861,                0.00307,                0.00307,                0.00307
                     72,                0.94923,                0.47141,                  1.016,                0.74077,                0.60075,                0.65675,                0.43012,                 1.2043,                 0.5199,                 1.1874,               0.002971,               0.002971,               0.002971
                     73,                0.94383,                 0.4686,                 1.0174,                0.74411,                0.59845,                0.65582,                0.42988,                 1.2049,                0.52028,                  1.189,               0.002872,               0.002872,               0.002872
                     74,                0.93864,                0.46296,                 1.0141,                0.74174,                0.60453,                0.65679,                0.43075,                 1.2053,                0.52025,                 1.1902,               0.002773,               0.002773,               0.002773
                     75,                0.93341,                0.46249,                 1.0102,                0.74097,                0.60469,                0.65768,                0.43061,                 1.2059,                0.52005,                 1.1912,               0.002674,               0.002674,               0.002674
                     76,                0.92555,                0.45594,                 1.0042,                 0.7563,                0.59112,                0.65821,                0.43093,                 1.2065,                0.52002,                 1.1923,               0.002575,               0.002575,               0.002575
                     77,                0.91656,                  0.452,                 1.0034,                0.75697,                0.58905,                0.65709,                0.43064,                 1.2068,                0.52045,                 1.1931,               0.002476,               0.002476,               0.002476
                     78,                0.91492,                0.44961,                 1.0004,                0.75353,                 0.5896,                0.65824,                0.42975,                 1.2077,                0.52065,                 1.1944,               0.002377,               0.002377,               0.002377
                     79,                0.91151,                0.44804,                0.99755,                0.55282,                0.74645,                0.65816,                0.43023,                 1.2081,                0.52057,                 1.1952,               0.002278,               0.002278,               0.002278
                     80,                0.90567,                0.44502,                0.99485,                0.55685,                 0.7488,                 0.6582,                 0.4296,                 1.2085,                0.52107,                 1.1962,               0.002179,               0.002179,               0.002179
                     81,                0.89959,                0.44069,                0.99365,                0.55871,                0.75007,                0.65704,                0.42864,                 1.2089,                0.52107,                 1.1969,                0.00208,                0.00208,                0.00208
                     82,                0.89689,                0.43812,                0.99173,                0.55921,                0.75054,                0.65597,                0.42778,                 1.2096,                0.52185,                  1.198,               0.001981,               0.001981,               0.001981
                     83,                0.88596,                 0.4326,                0.98679,                0.56239,                0.75098,                0.65654,                0.42789,                 1.2103,                0.52171,                  1.199,               0.001882,               0.001882,               0.001882
                     84,                0.87927,                0.42974,                 0.9852,                0.56062,                0.75539,                0.65531,                0.42833,                 1.2109,                0.52174,                 1.2001,               0.001783,               0.001783,               0.001783
